fact_id,context,claim,label,claim_type
suica,"Le carte ricaricabili Suica e Pasmo si usano su treni, metropolitane e autobus di Tokyo e in gran parte del Giappone, e permettono anche di pagare nei konbini e ai distributori automatici.",Le carte Pasmo non funzionano fuori da Tokyo.,0,contradiction
jrpass,"Il Japan Rail Pass ordinario da 7 giorni costa 50000 yen e consente viaggi illimitati sulla rete JR, inclusi gli Shinkansen Hikari e Kodama, ma non è valido sui treni Nozomi e Mizuho.",Il Japan Rail Pass può essere acquistato anche online sul sito ufficiale.,2,neutral_hard
ryokan,"Un ryokan tradizionale prevede il pernottamento su futon posati sul tatami; nel prezzo sono spesso comprese la cena kaiseki e la colazione, e il check-in si effettua solitamente tra le 15:00 e le 17:00.",Il check-in nei ryokan avviene in genere tra le 15:00 e le 17:00.,1,entailment
tsukiji,"Il mercato esterno di Tsukiji a Tokyo è attivo soprattutto al mattino: molte bancarelle aprono intorno alle 5:00 e gran parte dei negozi chiude già nel primo pomeriggio, verso le 14:00.",Molte bancarelle di Tsukiji aprono intorno alle 5:00.,1,entailment
ichiran,"Da Ichiran, nota catena di ramen, si mangia in postazioni individuali divise da pannelli; l'ordine si effettua alla macchinetta dei biglietti all'entrata e diversi locali restano aperti 24 ore su 24.",Ichiran è noto per i grandi tavoli conviviali condivisi.,0,contradiction
ghibli_museum,"Per il Museo Ghibli di Mitaka i biglietti vanno prenotati in anticipo, non esiste biglietteria in loco. Nelle sale interne fotografie e video sono vietati.",Al Museo Ghibli è vietato scattare fotografie all'interno.,1,entailment
chopsticks,"Nel galateo giapponese è considerato di cattivo gusto piantare le bacchette verticalmente nel riso, perché richiama i riti funebri; allo stesso modo non si deve passare il cibo da bacchette a bacchette.",Nei ristoranti giapponesi le bacchette usa e getta si chiamano waribashi.,2,neutral_hard
sakura,La stagione dei sakura a Tokyo e Kyoto cade solitamente tra fine marzo e i primi di aprile; il picco della fioritura dura all'incirca una settimana.,Le previsioni della fioritura vengono pubblicate ogni anno dagli enti meteo.,2,neutral_hard
shibuya_sky,"Shibuya Sky è la terrazza panoramica in cima allo Shibuya Scramble Square, al 47° piano, 229 metri sopra la città. Gli orari di apertura vanno dalle 10:00 alle 22:30 e l'ultimo ingresso è consentito alle 21:20.",Shibuya Sky si trova a 634 metri di altezza.,0,contradiction
visa_italy,"I cittadini italiani possono entrare in Giappone per turismo senza visto per soggiorni fino a 90 giorni, con passaporto valido per tutta la durata del viaggio.",All'arrivo in Giappone vengono rilevate le impronte digitali dei visitatori.,2,neutral_hard
universal_osaka,"Per entrare agli Universal Studios Japan di Osaka serve lo Studio Pass; nei giorni di maggiore affluenza l'accesso a Super Nintendo World richiede in aggiunta un biglietto a orario gratuito, ottenibile dall'app ufficiale.",L'ingresso agli Universal Studios Japan è libero e gratuito.,0,contradiction
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Nel Parco della Pace si trova la Cupola della Bomba Atomica.,2,neutral_hard
suica,"Suica e Pasmo sono carte prepagate valide su metro, treni e bus a Tokyo e in molte regioni del Giappone; si possono usare anche per pagare nei minimarket e ai distributori automatici.",La Suica può essere aggiunta al wallet dello smartphone.,2,neutral_hard
narita_express,"Dall'aeroporto di Narita alla stazione di Tokyo, il Narita Express impiega circa un'ora e costa circa 3070 yen a tratta; la prenotazione del posto è obbligatoria per tutti i passeggeri.",Con alcuni pass turistici il Narita Express è incluso nel prezzo.,2,neutral_hard
tax_free,"In Giappone i turisti stranieri possono acquistare tax-free nei negozi aderenti per spese superiori a 5000 yen nello stesso giorno e nello stesso negozio, presentando il passaporto alla cassa.",Per lo shopping tax-free in Giappone serve una spesa minima di 5000 yen.,1,entailment
tipping,"In Giappone non esiste la cultura della mancia: lasciarla nei ristoranti può risultare scortese o creare imbarazzo. Il conto si paga generalmente alla cassa, non al tavolo.",Nei ristoranti giapponesi il pagamento avviene sempre al tavolo.,0,contradiction
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",In molti templi giapponesi è necessario togliersi le scarpe.,2,neutral_easy
shoes_off,"Entrando in una casa giapponese, in un ryokan o in molti templi bisogna togliersi le scarpe nel genkan, l'area di ingresso, dove di solito sono disponibili pantofole per l'interno.",In molti templi giapponesi è necessario togliersi le scarpe.,1,entailment
fuji_climbing,La stagione ufficiale di scalata del monte Fuji va all'incirca da inizio luglio a inizio settembre; fuori da questo periodo i sentieri e i rifugi sono in gran parte chiusi. Dal 2024 il sentiero Yoshida prevede un contributo di 2000 yen a persona.,Il monte Fuji è alto 3776 metri.,2,neutral_hard
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,La Golden Week giapponese si svolge a ottobre.,0,contradiction
fushimi_inari,"Fushimi Inari Taisha, il santuario di Kyoto noto per i tunnel di torii vermigli, non richiede alcun biglietto d'ingresso ed è visitabile a qualsiasi ora, ogni giorno dell'anno.",La salita completa al monte Inari richiede circa due o tre ore.,2,neutral_hard
shibuya_sky,"L'osservatorio Shibuya Sky si trova al 47° piano del grattacielo Shibuya Scramble Square, a 229 metri di altezza. È aperto dalle 10:00 alle 22:30, con ultimo ingresso alle 21:20.",L'ultimo ingresso a Shibuya Sky è alle 21:20.,1,entailment
taxi_japan,In Giappone le porte posteriori dei taxi sono automatiche e gestite dal conducente. La mancia non è prevista e a Tokyo la corsa parte da una tariffa base di circa 500 yen.,In Giappone non si lascia la mancia al tassista.,1,entailment
plug_voltage,"Le prese giapponesi sono di tipo A, a due lamelle piatte, con corrente a 100 volt: chi arriva dall'Europa deve munirsi di un adattatore.",In Giappone la tensione è di 220 volt come in Europa.,0,contradiction
onsen_tattoo,"Numerosi onsen tradizionali in Giappone vietano o limitano l'ingresso a chi ha tatuaggi, anche se alcune strutture li accettano se coperti con un apposito cerotto. È inoltre obbligatorio lavarsi bene il corpo prima di immergersi.",Prima di entrare nella vasca di un onsen bisogna lavarsi.,1,entailment
fuji_climbing,"Il monte Fuji si può scalare ufficialmente da inizio luglio a inizio settembre, quando sentieri e rifugi sono operativi. Sul sentiero Yoshida, dal 2024, è richiesto un contributo di 2000 yen a persona.",Dalla regione dei cinque laghi si gode una vista celebre sul Fuji.,2,neutral_hard
gion,"Nel quartiere di Gion a Kyoto, dal 2024 è vietato ai turisti entrare in alcuni vicoli privati; chi viola il divieto rischia una multa di 10000 yen. Le strade pubbliche principali come Hanamikoji restano accessibili.",Esiste una versione Green del Japan Rail Pass per la prima classe.,2,neutral_easy
akihabara,"A Tokyo, il quartiere di Akihabara — regno dell'elettronica e della cultura otaku — trasforma la domenica pomeriggio la sua via principale, la Chuo-dori, in una zona pedonale chiusa alle auto.",La Chuo-dori di Akihabara non viene mai chiusa al traffico.,0,contradiction
himeji,"Patrimonio dell'umanità UNESCO, il castello di Himeji si visita dalle 9:00 alle 17:00 con ultimo accesso alle 16:00; gli adulti pagano 1000 yen e il castello chiude soltanto il 29 e il 30 dicembre.",L'ingresso al castello di Himeji costa 1000 yen per gli adulti.,1,entailment
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",Il Todai-ji fu fondato nell'VIII secolo.,2,neutral_hard
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",Nei locali Ichiran il refill di noodles si chiama kaedama.,2,neutral_easy
golden_week,La Golden Week giapponese è una serie di festività nazionali che cade tra la fine di aprile e l'inizio di maggio: in quei giorni treni e hotel sono estremamente affollati e i prezzi salgono sensibilmente.,Durante la Golden Week treni e hotel sono semivuoti.,0,contradiction
onigiri_price,"Mangiare in Giappone può essere economico: un pasto in una catena di gyudon come Yoshinoya o Sukiya costa circa 500-700 yen, mentre un ramen in un locale medio si aggira sui 1000 yen.",Il gyudon è una ciotola di riso con striscioline di manzo.,2,neutral_hard
todaiji,"A Nara, il Todai-ji ospita il Daibutsu, il Grande Buddha in bronzo di circa 15 metri di altezza; per accedere alla Sala del Grande Buddha gli adulti pagano 800 yen.",Il Grande Buddha del Todai-ji è alto circa 15 metri.,1,entailment
cash_japan,"In Giappone il contante resta importante: nonostante la diffusione dei pagamenti digitali, parecchi piccoli ristoranti, templi e botteghe accettano soltanto contanti, quindi conviene portare con sé qualche migliaio di yen.",È consigliabile girare in Giappone con del contante.,1,entailment
momiji,"Il foliage autunnale (momiji) a Kyoto raggiunge tipicamente il picco tra la metà e la fine di novembre, quando gli aceri si tingono di rosso nei giardini dei templi.",Il picco del momiji a Kyoto è a giugno.,0,contradiction
gion,"Nel quartiere di Gion a Kyoto, dal 2024 è vietato ai turisti entrare in alcuni vicoli privati; chi viola il divieto rischia una multa di 10000 yen. Le strade pubbliche principali come Hanamikoji restano accessibili.",Dal 2024 l'intero quartiere di Gion è chiuso ai visitatori.,0,contradiction
tokyo_skytree,"Con i suoi 634 metri, la Tokyo Skytree è la torre più alta del Giappone e offre due piattaforme panoramiche: il Tembo Deck a quota 350 metri e la Tembo Galleria a 450 metri.",La Tokyo Skytree ha due osservatori panoramici.,1,entailment
nara_deer,"Il parco di Nara ospita più di mille cervi sika in libertà, ritenuti messaggeri degli dei; è consentito dar loro da mangiare soltanto gli shika senbei, i cracker dedicati venduti nel parco a circa 200 yen.",I cracker per i cervi di Nara costano circa 200 yen.,1,entailment
osaka_dotonbori,"Dotonbori è il quartiere dei divertimenti di Osaka, famoso per le insegne luminose come quella del Glico Running Man e per lo street food; è più animato la sera e non prevede alcun biglietto d'ingresso.",Dotonbori è una zona tranquilla che chiude alle 17:00.,0,contradiction
narita_express,Il Narita Express (N'EX) collega l'aeroporto di Narita alla stazione di Tokyo in circa 60 minuti; il biglietto di sola andata costa circa 3070 yen e tutti i posti sono a prenotazione obbligatoria.,Il Narita Express arriva alla stazione di Tokyo in 15 minuti.,0,contradiction
train_etiquette,"In Giappone sui mezzi su rotaia si evita di telefonare e si tiene il telefono in modalità silenziosa; in alcune linee, nelle ore di punta, esistono vagoni riservati alle sole donne.",Alcune linee giapponesi hanno carrozze riservate alle donne nelle ore di punta.,1,entailment
akihabara,"Akihabara, il quartiere dell'elettronica e della cultura otaku di Tokyo, la domenica pomeriggio chiude al traffico la via principale Chuo-dori, che diventa un'isola pedonale.",La via principale di Akihabara diventa pedonale solo il mercoledì mattina.,0,contradiction
todaiji,"Il tempio Todai-ji di Nara custodisce il Grande Buddha, una statua in bronzo alta circa 15 metri. L'ingresso alla Sala del Grande Buddha costa 800 yen per gli adulti.",Il Grande Buddha del Todai-ji è alto 50 centimetri.,0,contradiction
fushimi_inari,"Fushimi Inari Taisha, il santuario di Kyoto noto per i tunnel di torii vermigli, non richiede alcun biglietto d'ingresso ed è visitabile a qualsiasi ora, ogni giorno dell'anno.",Lungo il percorso del Fushimi Inari si trovano bancarelle di street food.,2,neutral_hard
himeji,"Il castello di Himeji, patrimonio UNESCO, è aperto dalle 9:00 alle 17:00 (ultimo ingresso alle 16:00). Il biglietto costa 1000 yen per gli adulti ed è chiuso solo il 29 e 30 dicembre.",L'ingresso al castello di Himeji è gratuito.,0,contradiction
miyajima,"L'isola di Miyajima, vicino a Hiroshima, è celebre per il torii galleggiante del santuario di Itsukushima. Il traghetto da Miyajimaguchi impiega circa 10 minuti e dal 2023 i visitatori pagano una tassa di ingresso di 100 yen.",Il traghetto per Miyajima impiega circa 10 minuti.,1,entailment
hiroshima_peace,"A Hiroshima, il Museo Memoriale della Pace costa 200 yen per gli adulti; apre alle 8:30 e l'orario di chiusura cambia in base alla stagione.",Il Museo della Pace di Hiroshima costa 200 yen per gli adulti.,1,entailment
konbini,"I konbini giapponesi come 7-Eleven, Lawson e FamilyMart sono aperti 24 ore su 24 e offrono cibo pronto, bevande, prelievo bancomat e servizi come la stampa di documenti e il pagamento delle bollette.",I konbini giapponesi sono aperti 24 ore su 24.,1,entailment
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.",In autunno gli aceri di Kyoto diventano rossi.,1,entailment
ichiran,"Da Ichiran, nota catena di ramen, si mangia in postazioni individuali divise da pannelli; l'ordine si effettua alla macchinetta dei biglietti all'entrata e diversi locali restano aperti 24 ore su 24.",Da Ichiran si può personalizzare la ricchezza del brodo e il piccante.,2,neutral_hard
narita_express,"Dall'aeroporto di Narita alla stazione di Tokyo, il Narita Express impiega circa un'ora e costa circa 3070 yen a tratta; la prenotazione del posto è obbligatoria per tutti i passeggeri.",Sul Narita Express ci si siede liberamente senza prenotazione.,0,contradiction
momiji,"A Kyoto il momento migliore per il momiji, il foliage autunnale degli aceri, è di norma tra metà e fine novembre, con i giardini dei templi che si colorano di rosso.",Il tempio Tofuku-ji è celebre per la vista sul foliage dal ponte Tsutenkyo.,2,neutral_hard
